Id,Name,Description,WeaponName,RarityName,PictureUrl
26,Desert Eagle | Fennec Foxcccc,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range.",Desert Eagleeeee,Classifieddd,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_deagle_gs_deagle_fennec_light.png
107,Glock-18 | Night,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_so_night_light.png
108,Glock-18 | Dragon Tattoo,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_am_dragon_glock_light.png
109,Glock-18 | Pink DDPAT,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_hy_ddpat_pink_light.png
110,Glock-18 | Brass,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_aq_brass_light.png
111,Glock-18 | Sand Dune,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_so_sand_bravo_light.png
112,Glock-18 | Steel Disruption,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_am_ddpatdense_silver_light.png
113,Glock-18 | Blue Fissure,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_hy_craquelure_light.png
114,Glock-18 | Death Rattle,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_hy_nerodia_light.png
115,Glock-18 | Water Elemental,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock-liquescent_light.png
116,Glock-18 | Reactor,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_am_nuclear_pattern1_glock_light.png
117,Glock-18 | Grinder,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_aq_glock_coiled_light.png
118,Glock-18 | Catacombs,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock_deathtoll_light.png
119,Glock-18 | Twilight Galaxy,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_am_aqua_flecks_light.png
120,Glock-18 | Bunsen Burner,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_aq_glock18_flames_blue_light.png
121,Glock-18 | Wraiths,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_gs_glock18_wrathys_light.png
122,Glock-18 | Royal Legion,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_gs_glock18_award_light.png
123,Glock-18 | Wasteland Rebel,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock_wasteland_rebel_light.png
124,Glock-18 | Weasel,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock18_weasel_light.png
125,Glock-18 | Ironwork,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_aq_glock_dark-fall_light.png
126,Glock-18 | Off World,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock_indigo_light.png
127,Glock-18 | Moonrise,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_aa_glock_18_urban_moon_fever_light.png
128,Glock-18 | Warhawk,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_gs_glock_thunder_dust_light.png
129,Glock-18 | Synth Leaf,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_hy_leaf_blue_light.png
130,Glock-18 | Nuclear Garden,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_am_nuclear_skulls_green_light.png
131,Glock-18 | High Beam,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_aa_vertigo_blue_light.png
132,Glock-18 | Oxide Blaze,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock18_corroden_light.png
133,Glock-18 | Sacrifice,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock_hero_light.png
134,Glock-18 | Bullet Queen,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock18_warmaiden_light.png
135,Glock-18 | Vogue,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock_eyecontact_light.png
136,Glock-18 | Neo-Noir,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock_noir_light.png
137,Glock-18 | Franklin,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_money_glock_light.png
138,Glock-18 | Clear Polymer,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_gs_glock_polymer_light.png
139,Glock-18 | Red Tire,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_sp_tire_tread_red_light.png
140,Glock-18 | Snack Attack,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock_snackattack_light.png
141,Glock-18 | Gamma Doppler,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_am_emerald_marbleized_glock_light.png
142,Glock-18 | Gamma Doppler,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_am_gamma_doppler_phase1_glock_light.png
143,Glock-18 | Gamma Doppler,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_am_gamma_doppler_phase2_glock_light.png
144,Glock-18 | Gamma Doppler,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_am_gamma_doppler_phase3_glock_light.png
145,Glock-18 | Gamma Doppler,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Covert,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_am_gamma_doppler_phase4_glock_light.png
146,Glock-18 | Winterized,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Mil-Spec Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_gs_glock_elite_camo_light.png
147,Glock-18 | Umbral Rabbit,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock_moon_rabbit_light.png
148,Glock-18 | Ramese's Reach,The Glock 18 is a serviceable first-round pistol that works best against unarmored opponents and is capable of firing three-round bursts.,Glock-18,Restricted,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_glock_cu_glock_ramzes_light.png
149,AK-47 | Red Laminate,"Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire.",AK-47,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_ak47_hy_ak47lam_light.png
150,AK-47 | Case Hardened,"Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire.",AK-47,Classified,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_ak47_aq_oiled_light.png
151,AK-47 | Safari Mesh,"Powerful and reliable, the AK-47 is one of the most popular assault rifles in the world. It is most deadly in short, controlled bursts of fire.",AK-47,Industrial Grade,https://raw.githubusercontent.com/ByMykel/CSGO-API/4fdf048a2b6c21494df4fe915f5fdea5accc6a61/public/images/econ/default_generated/weapon_ak47_sp_mesh_tan_light.png
